"","x"
"113",9.53867902462998e-06
"114",9.68300067356614e-06
"115",9.69840342884187e-06
"116",9.86380352554206e-06
"117",9.90648663840268e-06
"118",9.93752630876258e-06
"119",9.98891068351789e-06
"120",1.00962581173333e-05
"121",1.00997479013579e-05
"122",1.01708974091912e-05
"123",1.02699261244249e-05
"124",1.03622309790846e-05
"125",1.04410169924155e-05
"126",1.04694837170394e-05
"127",1.05996459468312e-05
"128",1.08477417530285e-05
"129",1.09612768340394e-05
"130",1.10183842801134e-05
"131",1.10571043347654e-05
"132",1.11887113598799e-05
"133",1.12089664665295e-05
"134",1.12834397104183e-05
"135",1.15389307726641e-05
"136",1.15425481737949e-05
"137",1.16602064001604e-05
"138",1.16637435464138e-05
"139",1.18840086819241e-05
"140",1.1951848010603e-05
"141",1.21650111190817e-05
"142",1.2302575415991e-05
"143",1.23207180037843e-05
"144",1.26970817643598e-05
"145",1.28503983068454e-05
"146",1.29707426462068e-05
"147",1.34901278572577e-05
"148",1.35880492464702e-05
"149",1.36842396024978e-05
"150",1.42111267100624e-05
"151",1.42971387684949e-05
"152",1.4422803245259e-05
"153",1.46557454959616e-05
"154",1.50669364993109e-05
"155",1.51754997477437e-05
"156",1.55495114212426e-05
"157",1.58248427205331e-05
"158",1.58326535696891e-05
"159",1.59495540898087e-05
"160",1.59539270967176e-05
"161",1.69358179640455e-05
"162",1.79489294873632e-05
"163",1.79678084921877e-05
"164",1.81914659637381e-05
"165",1.85916153284322e-05
"166",1.87499301280185e-05
"167",1.95086609078817e-05
"168",1.95107600394805e-05
"169",1.95209816709459e-05
"170",1.95935776844714e-05
"171",1.9653151862049e-05
"172",2.00311880703815e-05
"173",2.07101459477284e-05
"174",2.07620429873094e-05
"175",2.07847172560587e-05
"176",2.10402089634086e-05
"177",2.10771990860252e-05
"178",2.1383115437072e-05
"179",2.15072960833777e-05
"180",2.26835018881589e-05
"181",2.31658648627174e-05
"182",2.38767541868729e-05
"183",2.42504269517398e-05
"184",2.42999683213752e-05
"185",2.52172787142484e-05
"186",2.5462187289258e-05
"187",2.57413865879138e-05
"188",2.62295048070313e-05
"189",2.64848976572564e-05
"190",2.66508328958885e-05
"191",2.6986844543323e-05
"192",2.70654813254894e-05
"193",2.70726458157403e-05
"194",2.74817533586865e-05
"195",2.7791548200774e-05
"196",2.79438421199678e-05
"197",2.85525818303653e-05
"198",2.89567631122333e-05
"199",2.92684514033703e-05
"200",2.93448477332873e-05
"201",2.97990186369822e-05
"202",2.99778042056616e-05
"203",3.02250668177256e-05
"204",3.05148405437002e-05
"205",3.06726907228519e-05
"206",3.08388628601463e-05
"207",3.11617917816021e-05
"208",3.15612081057436e-05
"209",3.20526565699913e-05
"210",3.2581852729446e-05
"211",3.33379750327208e-05
"212",3.38205423492503e-05
"213",3.43187602240471e-05
"214",3.50065110317683e-05
"215",3.5516679453312e-05
"216",3.57490986018667e-05
"217",3.58772499911414e-05
"218",3.60044867585163e-05
"219",3.71016712183864e-05
"220",3.74756205259858e-05
"221",3.82916738137692e-05
"222",3.87515280215959e-05
"223",3.89944670369797e-05
"224",3.96537044766206e-05
"225",3.96590887972481e-05
"226",3.98093784642417e-05
"227",4.00002188169579e-05
"228",4.00256534472186e-05
"229",4.01672429952616e-05
"230",4.09681786527545e-05
"231",4.11095912091136e-05
"232",4.11995499803465e-05
"233",4.32683877912314e-05
"234",4.37327028627144e-05
"235",4.50163468694511e-05
"236",4.53498907471185e-05
"237",4.58583720388919e-05
"238",4.63489231239128e-05
"239",4.66497935317587e-05
"240",4.69339146174536e-05
"241",4.70231945965095e-05
"242",4.91671163467611e-05
"243",4.91731624027522e-05
"244",4.93455403940368e-05
"245",5.01537787910243e-05
"246",5.02368266501941e-05
"247",5.05035937582705e-05
"248",5.06270857733114e-05
"249",5.10469759487408e-05
"250",5.12878326840012e-05
"251",5.17101173357126e-05
"252",5.45142865702709e-05
"253",5.46051806893286e-05
"254",5.47307420229175e-05
"255",5.58648924717419e-05
"256",5.60785666357852e-05
"257",5.64680335140064e-05
"258",5.67432448324633e-05
"259",5.71826194399145e-05
"260",5.82342118448522e-05
"261",5.84248808077733e-05
"262",5.88630665592586e-05
"263",5.91580233896335e-05
"264",5.9551006282678e-05
"265",6.00949982787177e-05
"266",6.12147976556423e-05
"267",6.15315988221885e-05
"268",6.16934532212657e-05
"269",6.19736172731046e-05
"270",6.32225104072504e-05
"271",6.32395602707522e-05
"272",6.38215488533206e-05
"273",6.4680790475829e-05
"274",6.47925117028516e-05
"275",6.56856713027904e-05
"276",6.6020546571176e-05
"277",6.62796097542525e-05
"278",6.65937358846573e-05
"279",6.73426398203871e-05
"280",6.73487607648241e-05
"281",6.77944847189929e-05
"282",6.78025231798169e-05
"283",6.79059597766061e-05
"284",6.80419729221179e-05
"285",6.86027723299135e-05
"286",6.94677427230731e-05
"287",6.99241133149721e-05
"288",7.02623490830098e-05
"289",7.05586867662161e-05
"290",7.07548291812218e-05
"291",7.11140902044312e-05
"292",7.13490126236212e-05
"293",7.16833556807135e-05
"294",7.1909602556674e-05
"295",7.21886253300029e-05
"296",7.24020432218321e-05
"297",7.25157727165853e-05
"298",7.26784177962577e-05
"299",7.33507162724955e-05
"300",7.60438536380241e-05
"301",7.66220296009293e-05
"302",7.75114565435872e-05
"303",7.8454888946269e-05
"304",7.88830914128506e-05
"305",7.90457335731007e-05
"306",7.91193402873249e-05
"307",7.91952635671823e-05
"308",7.9916070193915e-05
"309",8.05353303153282e-05
"310",8.05933450046195e-05
"311",8.08711687449023e-05
"312",8.11603485936336e-05
"313",8.14670165081551e-05
"314",8.22395842376258e-05
"315",8.32440628985553e-05
"316",8.33328980832903e-05
"317",8.37135299108515e-05
"318",8.41343060928612e-05
"319",8.48353918155499e-05
"320",8.49434079681843e-05
"321",8.51228931048761e-05
"322",8.55667330632885e-05
"323",8.5917904449335e-05
"324",8.78075777451265e-05
"325",8.90982890009119e-05
"326",8.94441758270521e-05
"327",8.9706758110095e-05
"328",8.97813826595246e-05
"329",9.08706230681542e-05
"330",9.11408152150959e-05
"331",9.17293356614826e-05
"332",9.19279538780873e-05
"333",9.47874039372294e-05
"334",9.52079489218997e-05
"335",9.62133586757683e-05
"336",9.70126396444243e-05
"337",9.77346394645022e-05
"338",9.78963377362687e-05
"339",9.8320925464096e-05
"340",9.97252573669761e-05
"341",0.000100830130178292
"342",0.000101138645969504
"343",0.000101862390366016
"344",0.000102589829623458
"345",0.000105092591260197
"346",0.000105593041096262
"347",0.000105879889496731
"348",0.000106316939529088
"349",0.000107695387608188
"350",0.000108849903624464
"351",0.000109833507935354
"352",0.000111503281869209
"353",0.000112313478804074
"354",0.0001141911886477
"355",0.000114370163179412
"356",0.000114424825539097
"357",0.000114523075062836
"358",0.000115277684582635
"359",0.000115377058972676
"360",0.000115442129438947
"361",0.00011567200445457
"362",0.000116530363807232
"363",0.00011656756816055
"364",0.000117506565650252
"365",0.00011803797565494
"366",0.000118105961033294
"367",0.000120667196482683
"368",0.000120693813300922
"369",0.000121845897526134
"370",0.000124061412371708
"371",0.000124808801934667
"372",0.00012515413311354
"373",0.000126032556724876
"374",0.000126303336818288
"375",0.000126523615624642
"376",0.000127182955156295
"377",0.000127710486436457
"378",0.000128189331556543
"379",0.000129854904401136
"380",0.000130867485509329
"381",0.000131105508429148
"382",0.000132145741261908
"383",0.000133981184083178
"384",0.000134762481338557
"385",0.000134834758407878
"386",0.000136027763651612
"387",0.000136584155020232
"388",0.000137638062521734
"389",0.0001377468461122
"390",0.000137871922201751
"391",0.000138098956919068
"392",0.000138796802332554
"393",0.00013908423947066
"394",0.00013933708344189
"395",0.000139934561916658
"396",0.000140535867930776
"397",0.000140633400788573
"398",0.000142679303665191
"399",0.000143548541267245
"400",0.000143637916320105
"401",0.000143858997274436
"402",0.00014452302256986
"403",0.000145430192002872
"404",0.000146983732337961
"405",0.000147254750312282
"406",0.000148690551533676
"407",0.000149186142840064
"408",0.000149590250486014
"409",0.00014994919600314
"410",0.000152101219264096
"411",0.000152283949803757
"412",0.000152427796952029
"413",0.000153963715409741
"414",0.000155477729336369
"415",0.000155595573379852
"416",0.000155756434560613
"417",0.000157342036276183
"418",0.00015763378243267
"419",0.000158008207458271
"420",0.000158024320891309
"421",0.000160722464572948
"422",0.000162224392032872
"423",0.000163768846206838
"424",0.000164060058322572
"425",0.000164558910174391
"426",0.000166337561222741
"427",0.000166480947971678
"428",0.00016687969629731
"429",0.000168258965133815
"430",0.000168551929757151
"431",0.000168987415378444
"432",0.000169342053681405
"433",0.000170720025923483
"434",0.000170736905551341
"435",0.000171837114922538
"436",0.000172988049419416
"437",0.000173918464432076
"438",0.000176014887235287
"439",0.000176043364314824
"440",0.000177264967365021
"441",0.00017731912467722
"442",0.000178381539822277
"443",0.000179137945784814
"444",0.00017929247276384
"445",0.000180284516366177
"446",0.000181157156058618
"447",0.000182913039929402
"448",0.000184142768038615
"449",0.000184202164500227
"450",0.000184869001127469
"451",0.000185821385938515
"452",0.000186713678718459
"453",0.000186941457075563
"454",0.000187210281073311
"455",0.000189404819317854
"456",0.000190870937257374
"457",0.000191311352805094
"458",0.00019200956921262
"459",0.000192033047138645
"460",0.000192446680416996
"461",0.00019289636771768
"462",0.000193938239102957
"463",0.000194130673648454
"464",0.00019448442206751
"465",0.000195934201430371
"466",0.000196225326742042
"467",0.00019665098670045
"468",0.000197392762523089
"469",0.00019848910890103
"470",0.000199518457475428
"471",0.000200186372724812
"472",0.000200203275976207
"473",0.000201490926180348
"474",0.000203812820064834
"475",0.000205478040683375
"476",0.000206349232620681
"477",0.000206547016448006
"478",0.000207505257167579
"479",0.00020764972735113
"480",0.000208186663980581
"481",0.00020827364423152
"482",0.000211588119334361
"483",0.000212719356887108
"484",0.000213241846428773
"485",0.000213946026910815
"486",0.000213956969755613
"487",0.000214955966166172
"488",0.000217672559959118
"489",0.00021786476708964
"490",0.00022031487005142
"491",0.000220404430914035
"492",0.00022154496900533
"493",0.000222055113827156
"494",0.000223647669387893
"495",0.000224659128071608
"496",0.000224791353218446
"497",0.000224834370604788
"498",0.000225601819892792
"499",0.000225882207520994
"500",0.000226982116610169
"501",0.000230184596846987
"502",0.000230348792193185
"503",0.000232864841276399
"504",0.000233752207877311
"505",0.000234249219550157
"506",0.000234394338353618
"507",0.000234753828885905
"508",0.000236249568844717
"509",0.000237099338416649
"510",0.000237529888561885
"511",0.000239048750322633
"512",0.000239278923621737
"513",0.000239830683480839
"514",0.000242110645645281
"515",0.000242449577368868
"516",0.000244085700118492
"517",0.000245322230001593
"518",0.000245753094031133
"519",0.000249282906920554
"520",0.000249377705371048
"521",0.000250789213010423
"522",0.000252212677129642
"523",0.000254864695372289
"524",0.000255970844421975
"525",0.000258693197585091
"526",0.000259083066272642
"527",0.000260184094064088
"528",0.000260831718261591
"529",0.000262262215235817
"530",0.000262572007133993
"531",0.000263016743019941
"532",0.000263178186800392
"533",0.000263919523976654
"534",0.000265365584806032
"535",0.000265443368042206
"536",0.000265955889506776
"537",0.00026603081294494
"538",0.000269850732814505
"539",0.00027017424612509
"540",0.000271406508414962
"541",0.000271650423946168
"542",0.000272506480547756
"543",0.000273137664321975
"544",0.000273497239473646
"545",0.000273764996974611
"546",0.000274130059751018
"547",0.000274395526475901
"548",0.000275813901617742
"549",0.000278000540562326
"550",0.000278030438203608
"551",0.00027833312422523
"552",0.000280707426332259
"553",0.000280854180110207
"554",0.000281046482574398
"555",0.000281598470000834
"556",0.000281921223234886
"557",0.000282038818949087
"558",0.000282075710752208
"559",0.000282651234811261
"560",0.000283848557343014
"561",0.000284282861188437
"562",0.000285261890757548
"563",0.000285462164290705
"564",0.000286085883113344
"565",0.000287924377629845
"566",0.000289112054485811
"567",0.000289265427261929
"568",0.000290388316657233
"569",0.000290432785073952
"570",0.000290772117397124
"571",0.000290941020125125
"572",0.000292500712080449
"573",0.000293719450492013
"574",0.000294382356676716
"575",0.00029472114282006
"576",0.000296280814192535
"577",0.000296562613419527
"578",0.000297851172711015
"579",0.000298267419137592
"580",0.000298831591289514
"581",0.000298912566571716
"582",0.000300975498672173
"583",0.00030120134032985
"584",0.000301467520799522
"585",0.000302617442416433
"586",0.000303179498943548
"587",0.000303629117662514
"588",0.000303643555570363
"589",0.000304317969641388
"590",0.000305951847528073
"591",0.000307015436499066
"592",0.000307227457012452
"593",0.000307515000953638
"594",0.000308016426536879
"595",0.000308696093091248
"596",0.000308972079970772
"597",0.000309174537993845
"598",0.000309345294049207
"599",0.000310802174317458
"600",0.000314275084553946
"601",0.000315152520715142
"602",0.000315425288567878
"603",0.000316838529029187
"604",0.000317871940975283
"605",0.000319301741090341
"606",0.000319867714813397
"607",0.000320918011895282
"608",0.000321736099526742
"609",0.000322468557180397
"610",0.000322469546487125
"611",0.000324569898546735
"612",0.00032565684994374
"613",0.000325748662512766
"614",0.000326183522069497
"615",0.000328531105619797
"616",0.000330463768946141
"617",0.000330898197212854
"618",0.00033091280013518
"619",0.000331664398583273
"620",0.00033228545646952
"621",0.000333869704715648
"622",0.000334084209732015
"623",0.000334421000304355
"624",0.000334567257691605
"625",0.00033465205800913
"626",0.000335825380923485
"627",0.000336789757070173
"628",0.000336884403401257
"629",0.000338273156673031
"630",0.000342217324826396
"631",0.0003438584183599
"632",0.000343918662922411
"633",0.000344753477182177
"634",0.000345794086847391
"635",0.000346694597440296
"636",0.000347197053277362
"637",0.000347241231020008
"638",0.00034899441950907
"639",0.000349121265770345
"640",0.000349240907943919
"641",0.000349358256302938
"642",0.000350484880635707
"643",0.000350593082825785
"644",0.000351225333010709
"645",0.000351660528752697
"646",0.00035321532709276
"647",0.000355542253255977
"648",0.000355946358322623
"649",0.000356411790691367
"650",0.000356552512013898
"651",0.000359700187501627
"652",0.000360938435632873
"653",0.000360999847185561
"654",0.000361064942698966
"655",0.000361509511732552
"656",0.000361760194597003
"657",0.000362532764604681
"658",0.00036367503089748
"659",0.000364298073014385
"660",0.000364879349526353
"661",0.000365360024194029
"662",0.000365815017088307
"663",0.000365876728316603
"664",0.000367329567972115
"665",0.00036898522196674
"666",0.000369378033648473
"667",0.000370780599299026
"668",0.00037211442312831
"669",0.00037299975898046
"670",0.00037310374607123
"671",0.00037319363254575
"672",0.000374067018724685
"673",0.000374581069025425
"674",0.000374750180829415
"675",0.000374892417639002
"676",0.000374987578387993
"677",0.000376219004996895
"678",0.000377699567484754
"679",0.000377846078351778
"680",0.000379476026110025
"681",0.000382648256868233
"682",0.000383260204509966
"683",0.000385438853888732
"684",0.000385503697781309
"685",0.000387216832576067
"686",0.000387591855710214
"687",0.000390104462750971
"688",0.000390226316984679
"689",0.000390705048278441
"690",0.00039387472861433
"691",0.000394070788051717
"692",0.000398292536664175
"693",0.00039951956308722
"694",0.000400830968005669
"695",0.000402226498653845
"696",0.000402258107553011
"697",0.000404616144404305
"698",0.000405879252966579
"699",0.000405924228394728
"700",0.00040674193676352
"701",0.000407464091600674
"702",0.000407785193721051
"703",0.000408697672914597
"704",0.000410574915591277
"705",0.000410636796427475
"706",0.000410707437099018
"707",0.000412038279996233
"708",0.00041461392197493
"709",0.000414983083918339
"710",0.000416777474181481
"711",0.000417015094534818
"712",0.000418324689197137
"713",0.000418502474832963
"714",0.000419243934966863
"715",0.000422687909412691
"716",0.000424806913128681
"717",0.00042664747830223
"718",0.000426807243104078
"719",0.000427992923921028
"720",0.000429160857827472
"721",0.000432856553448565
"722",0.000432891023209871
"723",0.000433290736000585
"724",0.000434504749810119
"725",0.000436308281979326
"726",0.000437229970862104
"727",0.000439556668945275
"728",0.000439890383508351
"729",0.000440278521048468
"730",0.000440999212396117
"731",0.000441666041967503
"732",0.000442717280200865
"733",0.00044424666905085
"734",0.000444630807660004
"735",0.000450088916823737
"736",0.000451890876682032
"737",0.000452472028856366
"738",0.000453985364241172
"739",0.000454486850343323
"740",0.00045637398167906
"741",0.00045696096093482
"742",0.000459087277442892
"743",0.000459093123962703
"744",0.000459537259810423
"745",0.000459549580368429
"746",0.000460938022452276
"747",0.00046253080748337
"748",0.000463738406350231
"749",0.000464144342643046
"750",0.00046427149548886
"751",0.000465016526236813
"752",0.000466461390406378
"753",0.000467255204539739
"754",0.000467406348352204
"755",0.000467719055506014
"756",0.000467755712815241
"757",0.000468329144936308
"758",0.000471401980873534
"759",0.000471431412095908
"760",0.000471546699417126
"761",0.00047579297014504
"762",0.000476267926240673
"763",0.000477039750088438
"764",0.00047803349271614
"765",0.000478963158914143
"766",0.00048148645829317
"767",0.000481628370666741
"768",0.000482675718894955
"769",0.000485429371662263
"770",0.000486003842551053
"771",0.000493428495321193
"772",0.000495228001270598
"773",0.000495392872223376
"774",0.000497333011168338
"775",0.000503167808792849
"776",0.000504508004563708
"777",0.000505013732264747
"778",0.000507530995383462
"779",0.000509490886231851
"780",0.000509841286783775
"781",0.00051007687243615
"782",0.000510492043744679
"783",0.000510505659320344
"784",0.000511084159780454
"785",0.000512076608000853
"786",0.00051290115623211
"787",0.000512965468296965
"788",0.000513231780092716
"789",0.000513550845432223
"790",0.000515447244955813
"791",0.000517665726635306
"792",0.000518184141066336
"793",0.00051910977532871
"794",0.000522513609807358
"795",0.000523157456096706
"796",0.00052357975753098
"797",0.000529647906230244
"798",0.000530105031431049
"799",0.000530296926819591
"800",0.000530410364246026
"801",0.000533517878702766
"802",0.000539539345036055
"803",0.000539766429780503
"804",0.000540124413561998
"805",0.000540158566695452
"806",0.000541037834765219
"807",0.000542464753429421
"808",0.000543535141928921
"809",0.000545056764880591
"810",0.000546328756266113
"811",0.000546568253589981
"812",0.000547242071679666
"813",0.00055004801222535
"814",0.000554879101048897
"815",0.000556212688692808
"816",0.000562294628066765
"817",0.00056261575518166
"818",0.000565410669946804
"819",0.000566700440499674
"820",0.000568230635310675
"821",0.00056971492110216
"822",0.000571127186245013
"823",0.000571320061701225
"824",0.000572018808723246
"825",0.00057257915469976
"826",0.000572782026840103
"827",0.000572813865228808
"828",0.000573392955683467
"829",0.00057448697121774
"830",0.000575215738033938
"831",0.000577351608881368
"832",0.000577983374475621
"833",0.00057960527357726
"834",0.000579800957083662
"835",0.000580536313467211
"836",0.000587253252394798
"837",0.000592947400418531
"838",0.000593403907802763
"839",0.000594571488301436
"840",0.000598208494055383
"841",0.000598992259864726
"842",0.000599842480209128
"843",0.000602764707472318
"844",0.00060298460708594
"845",0.000611585609270167
"846",0.000614811172355682
"847",0.000617082851499076
"848",0.000618598021745899
"849",0.000619743386973642
"850",0.000621180627797659
"851",0.000622908508625352
"852",0.000623578631106927
"853",0.00062568352474121
"854",0.000626580254672911
"855",0.000627405716178325
"856",0.000629877394151118
"857",0.000631739357347397
"858",0.000634123946999611
"859",0.000635294481066922
"860",0.000636325692086676
"861",0.000647820942090749
"862",0.000648528355957996
"863",0.000664414176313732
"864",0.000664550749583511
"865",0.000669177678631381
"866",0.000676898210642078
"867",0.000686740010739292
"868",0.000694125196902848
"869",0.000709267324443393
"870",0.000716689895209713
"871",0.000721462403878569
"872",0.000721944666578699
"873",0.000723907053475325
"874",0.00072509998549673
"875",0.000726774874519134
"876",0.000731853478897968
"877",0.00073186083995415
"878",0.000735453543207728
"879",0.000755762899502276
"880",0.000759158018991447
"881",0.00076649068328571
"882",0.000778448351035177
"883",0.000782018458122416
"884",0.000785282257080623
"885",0.000802404572501745
"886",0.000803828882824566
"887",0.000859798042802009
"888",0.000870192145999916
"889",0.000889803585619764
"890",0.000896309121685326
"891",0.000918964494475702
"892",0.00103706680788558
"893",0.00124089578756169
"894",0.00126888133067841
"895",0.00129202953371704
"896",0.00132091264966989
"897",0.00133174143567142
"898",0.00134173596197718
"899",0.00139249128596767
"900",0.00139549861635489
"901",0.00140714515828771
"902",0.001412394231601
"903",0.00143842117338341
"904",0.00145999521569182
"905",0.00148074492576657
"906",0.0014891201731063
"907",0.00151383530592118
"908",0.00157253392548474
"909",0.00163230232390282
"910",0.00170561102022476
"911",0.00175626540581367
